NETBEHEERDER	NETGEBIED	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	WOONPLAATS	LANDCODE	PRODUCTSOORT	VERBRUIKSSEGMENT	AANSLUITINGEN_AANTAL	LEVERINGSRICHTING_PERC	FYSIEKE_STATUS_PERC	SOORT_AANSLUITING_PERC	SOORT_AANSLUITING	SJA_GEMIDDELD	SJA_LAAG_TARIEF_PERC	SLIMME_METER_PERC
"8717127750009"	"STEDIN ZEELAND"	"Inlaag"	"4322NK"	"4322NM"	"SCHARENDIJKE"	"NL"	"GAS"	"KVB"	15	100,00	93,33	80,00	"G4"	2941,73	0,00	66,67
"8716902000001"	"STEDIN ZEELAND"	"Rampweg"	"4322NN"	"4322NP"	"SCHARENDIJKE"	"NL"	"ELK"	"KVB"	37	78,38	83,78	75,68	"3x25"	7968,19	64,86	59,46
"8717127750009"	"STEDIN ZEELAND"	"De Lelie"	"4322NP"	"4322NP"	"SCHARENDIJKE"	"NL"	"GAS"	"KVB"	26	100,00	84,62	80,77	"G4"	1353,27	0,00	53,85
"8716902000001"	"STEDIN ZEELAND"	"Strand Brouwersdam"	"4322NR"	"4322TB"	"SCHARENDIJKE"	"NL"	"ELK"	"KVB"	23	73,91	56,52	43,48	"3x25"	17250,61	73,91	52,17
"8717127750009"	"STEDIN ZEELAND"	"Groeneweg"	"4322TA"	"4322TH"	"SCHARENDIJKE"	"NL"	"GAS"	"KVB"	41	100,00	95,12	78,05	"G4"	1925,00	0,00	68,29
"8716902000001"	"STEDIN ZEELAND"	"Ringdijk"	"4322TC"	"4322TG"	"SCHARENDIJKE"	"NL"	"ELK"	"KVB"	26	84,62	100,00	50,00	"3x25"	6747,35	73,08	73,08
"8716902000001"	"STEDIN ZEELAND"	"Nieuwe Kerkweg"	"4322TH"	"4322TH"	"SCHARENDIJKE"	"NL"	"ELK"	"KVB"	11	45,45	100,00	81,82	"3x25"	7236,27	90,91	90,91
"8716902000001"	"STEDIN ZEELAND"	"Ravensweg"	"4322TJ"	"4323LB"	"SCHARENDIJKE"	"NL"	"ELK"	"KVB"	20	70,00	85,00	60,00	"3x25"	6373,25	70,00	70,00
"8717127750009"	"STEDIN ZEELAND"	"Ravensweg"	"4322TJ"	"4323LB"	"SCHARENDIJKE"	"NL"	"GAS"	"KVB"	15	100,00	93,33	66,67	"G4"	1844,40	0,00	80,00
"8716902000001"	"STEDIN ZEELAND"	"Kuijerdamseweg"	"4323LC"	"4323LC"	"ELLEMEET"	"NL"	"ELK"	"KVB"	25	56,00	92,00	64,00	"3x25"	4083,44	96,00	92,00
"8717127750009"	"STEDIN ZEELAND"	"Kuijerdamseweg"	"4323LC"	"4323LC"	"ELLEMEET"	"NL"	"GAS"	"KVB"	21	100,00	100,00	90,48	"G4"	1034,14	0,00	100,00
"8716902000001"	"STEDIN ZEELAND"	"Nieuweweg"	"4323LD"	"4323LG"	"ELLEMEET"	"NL"	"ELK"	"KVB"	22	63,64	100,00	54,55	"3x25"	7604,55	81,82	81,82
"8717127750009"	"STEDIN ZEELAND"	"Nieuweweg"	"4323LD"	"4323LG"	"ELLEMEET"	"NL"	"GAS"	"KVB"	20	100,00	95,00	90,00	"G4"	1137,05	0,00	80,00
"8716902000001"	"STEDIN ZEELAND"	"Burg de Bruijnstraat"	"4323LH"	"4323LH"	"ELLEMEET"	"NL"	"ELK"	"KVB"	19	57,89	63,16	52,63	"3x25"	1258,95	63,16	63,16
"8717127750009"	"STEDIN ZEELAND"	"Burg de Bruijnstraat"	"4323LH"	"4323LH"	"ELLEMEET"	"NL"	"GAS"	"KVB"	18	100,00	66,67	100,00	"G4"	464,33	0,00	66,67
"8716902000001"	"STEDIN ZEELAND"	"Dorpsstraat"	"4323LJ"	"4323LJ"	"ELLEMEET"	"NL"	"ELK"	"KVB"	17	64,71	94,12	64,71	"3x25"	4282,82	70,59	76,47
"8717127750009"	"STEDIN ZEELAND"	"Dorpsstraat"	"4323LJ"	"4323LJ"	"ELLEMEET"	"NL"	"GAS"	"KVB"	14	100,00	85,71	100,00	"G4"	1590,43	0,00	64,29
"8716902000001"	"STEDIN ZEELAND"	"Moolweg"	"4323LK"	"4323LK"	"ELLEMEET"	"NL"	"ELK"	"KVB"	10	80,00	90,00	70,00	"3x25"	4926,60	80,00	80,00
"8717127750009"	"STEDIN ZEELAND"	"Moolweg"	"4323LK"	"4323LK"	"ELLEMEET"	"NL"	"GAS"	"KVB"	10	100,00	90,00	90,00	"G4"	1321,40	0,00	80,00
"8716902000001"	"STEDIN ZEELAND"	"Schelpweg"	"4323LM"	"4323LM"	"ELLEMEET"	"NL"	"ELK"	"KVB"	13	69,23	84,62	92,31	"3x25"	3173,38	76,92	76,92
"8717127750009"	"STEDIN ZEELAND"	"Schelpweg"	"4323LM"	"4323LM"	"ELLEMEET"	"NL"	"GAS"	"KVB"	11	100,00	90,91	100,00	"G4"	1489,82	0,00	81,82
"8716902000001"	"STEDIN ZEELAND"	"Schelpweg"	"4323LN"	"4323LN"	"ELLEMEET"	"NL"	"ELK"	"KVB"	11	81,82	100,00	72,73	"1x35"	1866,91	90,91	90,91
"8717127750009"	"STEDIN ZEELAND"	"Schelpweg"	"4323LN"	"4323LN"	"ELLEMEET"	"NL"	"GAS"	"KVB"	11	100,00	100,00	100,00	"G4"	1047,18	0,00	90,91
"8716902000001"	"STEDIN ZEELAND"	"Krijn Karelsweg"	"4323LP"	"4323LS"	"ELLEMEET"	"NL"	"ELK"	"KVB"	39	38,46	97,44	53,85	"3x25"	4146,87	87,18	87,18
"8717127750009"	"STEDIN ZEELAND"	"Krijn Karelsweg"	"4323LP"	"4323LS"	"ELLEMEET"	"NL"	"GAS"	"KVB"	36	100,00	100,00	91,67	"G4"	1269,50	0,00	88,89
"8716902000001"	"STEDIN ZEELAND"	"De Haerde"	"4323LT"	"4323LT"	"ELLEMEET"	"NL"	"ELK"	"KVB"	113	90,27	100,00	87,61	"1x35"	644,72	61,06	61,06
"8717127750009"	"STEDIN ZEELAND"	"De Haerde"	"4323LT"	"4323LT"	"ELLEMEET"	"NL"	"GAS"	"KVB"	113	100,00	100,00	99,12	"G4"	491,04	0,00	61,06
"8716902000001"	"STEDIN ZEELAND"	"Rampweg"	"4323LZ"	"4323TB"	"ELLEMEET"	"NL"	"ELK"	"KVB"	42	69,05	92,86	78,57	"3x25"	8217,98	85,71	83,33
"8717127750009"	"STEDIN ZEELAND"	"Rampweg"	"4323LZ"	"4323TB"	"ELLEMEET"	"NL"	"GAS"	"KVB"	27	100,00	100,00	85,19	"G4"	2058,07	0,00	92,59
"8716902000001"	"STEDIN ZEELAND"	"Hogeweg"	"4323TC"	"4325AA"	"ELLEMEET"	"NL"	"ELK"	"KVB"	31	83,87	83,87	45,16	"3x25"	13161,48	70,97	67,74
"8717127750009"	"STEDIN ZEELAND"	"Hogeweg"	"4323TC"	"4325AA"	"ELLEMEET"	"NL"	"GAS"	"KVB"	24	100,00	87,50	58,33	"G4"	2157,83	0,00	62,50
"8716902000001"	"STEDIN ZEELAND"	"Lange Reke"	"4325AB"	"4325AB"	"RENESSE"	"NL"	"ELK"	"KVB"	17	94,12	88,24	58,82	"3x25"	4960,12	76,47	70,59
"8717127750009"	"STEDIN ZEELAND"	"Lange Reke"	"4325AB"	"4325AB"	"RENESSE"	"NL"	"GAS"	"KVB"	13	100,00	100,00	84,62	"G4"	1237,54	0,00	84,62
"8716902000001"	"STEDIN ZEELAND"	"Jan Willem Frisoweg"	"4325AC"	"4325AC"	"RENESSE"	"NL"	"ELK"	"KVB"	18	16,67	100,00	88,89	"1x35"	1507,56	88,89	88,89
"8717127750009"	"STEDIN ZEELAND"	"Jan Willem Frisoweg"	"4325AC"	"4325AC"	"RENESSE"	"NL"	"GAS"	"KVB"	18	100,00	100,00	100,00	"G4"	874,78	0,00	88,89
"8716902000001"	"STEDIN ZEELAND"	"Jan Willem Frisoweg"	"4325AD"	"4325AD"	"RENESSE"	"NL"	"ELK"	"KVB"	10	10,00	100,00	80,00	"1x35"	1502,90	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Jan Willem Frisoweg"	"4325AD"	"4325AD"	"RENESSE"	"NL"	"GAS"	"KVB"	10	100,00	100,00	100,00	"G4"	835,20	0,00	100,00
"8716902000001"	"STEDIN ZEELAND"	"Jan Willem Frisoweg"	"4325AE"	"4325AE"	"RENESSE"	"NL"	"ELK"	"KVB"	10	10,00	100,00	80,00	"1x35"	1855,40	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Jan Willem Frisoweg"	"4325AE"	"4325AE"	"RENESSE"	"NL"	"GAS"	"KVB"	10	100,00	100,00	100,00	"G4"	843,30	0,00	100,00
"8716902000001"	"STEDIN ZEELAND"	"Mauritsweg"	"4325AG"	"4325AG"	"RENESSE"	"NL"	"ELK"	"KVB"	38	34,21	100,00	65,79	"1x35"	1970,37	97,37	97,37
"8717127750009"	"STEDIN ZEELAND"	"Mauritsweg"	"4325AG"	"4325AG"	"RENESSE"	"NL"	"GAS"	"KVB"	38	100,00	100,00	97,37	"G4"	954,21	0,00	97,37
"8716902000001"	"STEDIN ZEELAND"	"Mauritsweg"	"4325AH"	"4325AH"	"RENESSE"	"NL"	"ELK"	"KVB"	46	43,48	97,83	63,04	"3x25"	2613,83	95,65	95,65
"8717127750009"	"STEDIN ZEELAND"	"Mauritsweg"	"4325AH"	"4325AH"	"RENESSE"	"NL"	"GAS"	"KVB"	44	100,00	97,73	95,45	"G4"	1367,14	0,00	95,45
"8716902000001"	"STEDIN ZEELAND"	"Emmaweg"	"4325AJ"	"4325AK"	"RENESSE"	"NL"	"ELK"	"KVB"	24	91,67	95,83	79,17	"3x25"	1936,88	79,17	79,17
"8717127750009"	"STEDIN ZEELAND"	"Emmaweg"	"4325AJ"	"4325AK"	"RENESSE"	"NL"	"GAS"	"KVB"	22	100,00	100,00	100,00	"G4"	1028,36	0,00	86,36
"8716902000001"	"STEDIN ZEELAND"	"Kromme Reke"	"4325AL"	"4325AL"	"RENESSE"	"NL"	"ELK"	"KVB"	24	62,50	83,33	50,00	"3x25"	3041,21	83,33	79,17
"8717127750009"	"STEDIN ZEELAND"	"Kromme Reke"	"4325AL"	"4325AL"	"RENESSE"	"NL"	"GAS"	"KVB"	20	100,00	95,00	80,00	"G4"	1656,10	0,00	90,00
"8716902000001"	"STEDIN ZEELAND"	"Korte Reke"	"4325AM"	"4325AM"	"RENESSE"	"NL"	"ELK"	"KVB"	11	81,82	100,00	45,45	"3x25"	13519,36	90,91	90,91
"8717127750009"	"STEDIN ZEELAND"	"Korte Reke"	"4325AM"	"4325AM"	"RENESSE"	"NL"	"GAS"	"KVB"	12	100,00	100,00	66,67	"G4"	6494,17	0,00	83,33
"8716902000001"	"STEDIN ZEELAND"	"Oranjehof"	"4325AN"	"4325AN"	"RENESSE"	"NL"	"ELK"	"KVB"	18	22,22	100,00	72,22	"3x25"	1925,39	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Oranjehof"	"4325AN"	"4325AN"	"RENESSE"	"NL"	"GAS"	"KVB"	18	100,00	100,00	94,44	"G4"	1113,67	0,00	100,00
"8716902000001"	"STEDIN ZEELAND"	"Constantijnweg"	"4325AP"	"4325AP"	"RENESSE"	"NL"	"ELK"	"KVB"	33	33,33	96,97	66,67	"1x35"	2560,06	96,97	93,94
"8717127750009"	"STEDIN ZEELAND"	"Constantijnweg"	"4325AP"	"4325AP"	"RENESSE"	"NL"	"GAS"	"KVB"	32	100,00	96,88	100,00	"G4"	862,53	0,00	93,75
"8716902000001"	"STEDIN ZEELAND"	"Stoofweg"	"4325BA"	"4325BA"	"RENESSE"	"NL"	"ELK"	"KVB"	11	54,55	100,00	90,91	"3x25"	3382,18	90,91	90,91
"8717127750009"	"STEDIN ZEELAND"	"Stoofweg"	"4325BA"	"4325BA"	"RENESSE"	"NL"	"GAS"	"KVB"	11	100,00	100,00	90,91	"G4"	1615,64	0,00	90,91
"8716902000001"	"STEDIN ZEELAND"	"Stoofweg"	"4325BB"	"4325BB"	"RENESSE"	"NL"	"ELK"	"KVB"	12	66,67	91,67	58,33	"3x25"	12359,25	100,00	91,67
"8717127750009"	"STEDIN ZEELAND"	"Stoofweg"	"4325BB"	"4325BB"	"RENESSE"	"NL"	"GAS"	"KVB"	11	100,00	100,00	54,55	"G4"	2848,18	0,00	90,91
"8716902000001"	"STEDIN ZEELAND"	"Stoofwekken"	"4325BC"	"4325BE"	"RENESSE"	"NL"	"ELK"	"KVB"	17	64,71	100,00	70,59	"3x25"	12679,88	88,24	88,24
"8717127750009"	"STEDIN ZEELAND"	"Stoofwekken"	"4325BC"	"4325BE"	"RENESSE"	"NL"	"GAS"	"KVB"	18	100,00	100,00	83,33	"G4"	4301,50	0,00	77,78
"8716902000001"	"STEDIN ZEELAND"	"De Zoom"	"4325BG"	"4325BG"	"RENESSE"	"NL"	"ELK"	"KVB"	27	92,59	92,59	33,33	"1x35"	5973,85	74,07	74,07
"8717127750009"	"STEDIN ZEELAND"	"De Zoom"	"4325BG"	"4325BG"	"RENESSE"	"NL"	"GAS"	"KVB"	20	100,00	90,00	80,00	"G4"	1338,35	0,00	70,00
"8716902000001"	"STEDIN ZEELAND"	"Hogezoom"	"4325BH"	"4325BH"	"RENESSE"	"NL"	"ELK"	"KVB"	25	100,00	68,00	32,00	"3x25"	17866,12	52,00	48,00
"8717127750009"	"STEDIN ZEELAND"	"Hogezoom"	"4325BH"	"4325BH"	"RENESSE"	"NL"	"GAS"	"KVB"	20	100,00	80,00	35,00	"G4"	2838,55	0,00	55,00
"8716902000001"	"STEDIN ZEELAND"	"Hogezoom"	"4325BJ"	"4325BJ"	"RENESSE"	"NL"	"ELK"	"KVB"	24	87,50	79,17	41,67	"3x25"	18923,04	75,00	70,83
"8717127750009"	"STEDIN ZEELAND"	"Hogezoom"	"4325BJ"	"4325BJ"	"RENESSE"	"NL"	"GAS"	"KVB"	20	100,00	90,00	55,00	"G4"	2896,50	0,00	75,00
"8716902000001"	"STEDIN ZEELAND"	"Zeedistelweg"	"4325BK"	"4325BL"	"RENESSE"	"NL"	"ELK"	"KVB"	19	52,63	100,00	84,21	"3x25"	3287,16	84,21	84,21
"8717127750009"	"STEDIN ZEELAND"	"Zeedistelweg"	"4325BK"	"4325BL"	"RENESSE"	"NL"	"GAS"	"KVB"	19	100,00	100,00	100,00	"G4"	1480,89	0,00	84,21
"8716902000001"	"STEDIN ZEELAND"	"Zeedistelweg"	"4325BM"	"4325BP"	"RENESSE"	"NL"	"ELK"	"KVB"	21	66,67	100,00	66,67	"3x25"	3951,14	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Zeedistelweg"	"4325BM"	"4325BP"	"RENESSE"	"NL"	"GAS"	"KVB"	21	100,00	100,00	90,48	"G4"	1406,38	0,00	95,24
"8716902000001"	"STEDIN ZEELAND"	"Zeeasterweg"	"4325BR"	"4325BR"	"RENESSE"	"NL"	"ELK"	"KVB"	10	50,00	100,00	90,00	"3x25"	1994,40	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Zeeasterweg"	"4325BR"	"4325BR"	"RENESSE"	"NL"	"GAS"	"KVB"	10	100,00	100,00	100,00	"G4"	1184,10	0,00	100,00
"8716902000001"	"STEDIN ZEELAND"	"Capelweg"	"4325BS"	"4325BS"	"RENESSE"	"NL"	"ELK"	"KVB"	10	70,00	100,00	50,00	"1x35"	2078,50	80,00	80,00
"8717127750009"	"STEDIN ZEELAND"	"Capelweg"	"4325BS"	"4325BS"	"RENESSE"	"NL"	"GAS"	"KVB"	10	100,00	100,00	100,00	"G4"	978,20	0,00	80,00
"8716902000001"	"STEDIN ZEELAND"	"Capelweg"	"4325BT"	"4325BW"	"RENESSE"	"NL"	"ELK"	"KVB"	25	64,00	100,00	92,00	"3x25"	3053,00	92,00	92,00
"8717127750009"	"STEDIN ZEELAND"	"Capelweg"	"4325BT"	"4325BW"	"RENESSE"	"NL"	"GAS"	"KVB"	25	100,00	100,00	96,00	"G4"	1260,24	0,00	92,00
"8716902000001"	"STEDIN ZEELAND"	"Zeeanemoonweg"	"4325BX"	"4325BX"	"RENESSE"	"NL"	"ELK"	"KVB"	22	40,91	90,91	63,64	"3x25"	2863,18	81,82	81,82
"8717127750009"	"STEDIN ZEELAND"	"Zeeanemoonweg"	"4325BX"	"4325BX"	"RENESSE"	"NL"	"GAS"	"KVB"	17	100,00	100,00	88,24	"G4"	1201,29	0,00	88,24
"8716902000001"	"STEDIN ZEELAND"	"Zeeanemoonweg"	"4325BZ"	"4325BZ"	"RENESSE"	"NL"	"ELK"	"KVB"	29	82,76	68,97	68,97	"3x25"	5427,17	75,86	65,52
"8717127750009"	"STEDIN ZEELAND"	"Zeeanemoonweg"	"4325BZ"	"4325BZ"	"RENESSE"	"NL"	"GAS"	"KVB"	13	100,00	76,92	84,62	"G4"	1625,54	0,00	61,54
"8716902000001"	"STEDIN ZEELAND"	"Zeeanemoonweg"	"4325CA"	"4325CA"	"RENESSE"	"NL"	"ELK"	"KVB"	12	50,00	100,00	50,00	"1x35"	2800,50	91,67	91,67
"8717127750009"	"STEDIN ZEELAND"	"Zeeanemoonweg"	"4325CA"	"4325CA"	"RENESSE"	"NL"	"GAS"	"KVB"	11	100,00	100,00	100,00	"G4"	836,27	0,00	90,91
"8716902000001"	"STEDIN ZEELAND"	"Hogezoom"	"4325CB"	"4325CB"	"RENESSE"	"NL"	"ELK"	"KVB"	14	35,71	92,86	71,43	"3x25"	3925,07	92,86	92,86
"8717127750009"	"STEDIN ZEELAND"	"Hogezoom"	"4325CB"	"4325CB"	"RENESSE"	"NL"	"GAS"	"KVB"	11	100,00	90,91	72,73	"G4"	1530,64	0,00	81,82
"8716902000001"	"STEDIN ZEELAND"	"Hogezoom"	"4325CC"	"4325CH"	"RENESSE"	"NL"	"ELK"	"KVB"	29	62,07	79,31	55,17	"3x25"	3989,66	68,97	68,97
"8717127750009"	"STEDIN ZEELAND"	"Hogezoom"	"4325CC"	"4325CH"	"RENESSE"	"NL"	"GAS"	"KVB"	23	100,00	86,96	73,91	"G4"	2395,61	0,00	78,26
"8716902000001"	"STEDIN ZEELAND"	"Hogezoom"	"4325CJ"	"4325CJ"	"RENESSE"	"NL"	"ELK"	"KVB"	12	33,33	83,33	83,33	"3x25"	6629,17	75,00	66,67
"8717127750009"	"STEDIN ZEELAND"	"Hogezoom"	"4325CJ"	"4325CL"	"RENESSE"	"NL"	"GAS"	"KVB"	22	100,00	100,00	86,36	"G4"	2515,50	0,00	63,64
"8716902000001"	"STEDIN ZEELAND"	"Hogezoom"	"4325CK"	"4325CL"	"RENESSE"	"NL"	"ELK"	"KVB"	12	66,67	91,67	58,33	"3x25"	4728,42	75,00	75,00
"8716902000001"	"STEDIN ZEELAND"	"Hogezoom"	"4325CM"	"4325CM"	"RENESSE"	"NL"	"ELK"	"KVB"	12	58,33	100,00	66,67	"3x25"	2530,67	91,67	91,67
"8717127750009"	"STEDIN ZEELAND"	"Hogezoom"	"4325CM"	"4325CM"	"RENESSE"	"NL"	"GAS"	"KVB"	12	100,00	100,00	100,00	"G4"	1509,67	0,00	91,67
"8716902000001"	"STEDIN ZEELAND"	"Kooijmansweg"	"4325CN"	"4325CP"	"RENESSE"	"NL"	"ELK"	"KVB"	49	93,88	97,96	85,71	"1x35"	1224,76	93,88	93,88
"8717127750009"	"STEDIN ZEELAND"	"Kooijmansweg"	"4325CN"	"4325CV"	"RENESSE"	"NL"	"GAS"	"KVB"	41	100,00	97,56	87,80	"G4"	1893,63	0,00	90,24
"8716902000001"	"STEDIN ZEELAND"	"Roelandsweg"	"4325CR"	"4325CR"	"RENESSE"	"NL"	"ELK"	"KVB"	11	81,82	90,91	45,45	"3x25"	6367,00	63,64	63,64
"8716902000001"	"STEDIN ZEELAND"	"Roelandsweg"	"4325CS"	"4325CV"	"RENESSE"	"NL"	"ELK"	"KVB"	30	63,33	100,00	63,33	"3x25"	3507,50	100,00	100,00
"8716902000001"	"STEDIN ZEELAND"	"Zeeasterdreef"	"4325CW"	"4325DB"	"RENESSE"	"NL"	"ELK"	"KVB"	39	61,54	92,31	74,36	"3x25"	4846,87	76,92	74,36
"8717127750009"	"STEDIN ZEELAND"	"Zeeasterdreef"	"4325CW"	"4325DB"	"RENESSE"	"NL"	"GAS"	"KVB"	32	100,00	87,50	100,00	"G4"	1131,91	0,00	75,00
"8716902000001"	"STEDIN ZEELAND"	"Hoogenboomlaan"	"4325DD"	"4325DH"	"RENESSE"	"NL"	"ELK"	"KVB"	17	70,59	76,47	76,47	"3x25"	4714,65	82,35	82,35
"8717127750009"	"STEDIN ZEELAND"	"Hoogenboomlaan"	"4325DD"	"4325ED"	"RENESSE"	"NL"	"GAS"	"KVB"	104	100,00	91,35	88,46	"G4"	1204,75	0,00	86,54
"8716902000001"	"STEDIN ZEELAND"	"Hoogenboomlaan"	"4325DJ"	"4325DN"	"RENESSE"	"NL"	"ELK"	"KVB"	13	76,92	69,23	92,31	"3x25"	3770,00	53,85	53,85
"8716902000001"	"STEDIN ZEELAND"	"Luieweg"	"4325DX"	"4325EB"	"RENESSE"	"NL"	"ELK"	"KVB"	20	70,00	80,00	45,00	"3x25"	11048,70	80,00	75,00
"8716902000001"	"STEDIN ZEELAND"	"Achterpad"	"4325EC"	"4325ED"	"RENESSE"	"NL"	"ELK"	"KVB"	73	19,18	94,52	72,60	"1x35"	1691,82	91,78	91,78
"8716902000001"	"STEDIN ZEELAND"	"Lindelaan"	"4325EE"	"4325EG"	"RENESSE"	"NL"	"ELK"	"KVB"	22	90,91	68,18	63,64	"3x25"	4727,23	86,36	59,09
"8717127750009"	"STEDIN ZEELAND"	"Lindelaan"	"4325EE"	"4325EG"	"RENESSE"	"NL"	"GAS"	"KVB"	13	100,00	84,62	92,31	"G4"	2031,92	0,00	76,92
"8716902000001"	"STEDIN ZEELAND"	"Laone"	"4325EH"	"4325EK"	"RENESSE"	"NL"	"ELK"	"KVB"	41	43,90	92,68	90,24	"3x25"	4659,83	92,68	90,24
"8717127750009"	"STEDIN ZEELAND"	"Laone"	"4325EH"	"4325EL"	"RENESSE"	"NL"	"GAS"	"KVB"	31	100,00	90,32	77,42	"G4"	3315,68	0,00	77,42
"8716902000001"	"STEDIN ZEELAND"	"Laone"	"4325EL"	"4325EL"	"RENESSE"	"NL"	"ELK"	"KVB"	17	70,59	100,00	41,18	"3x25"	2254,00	82,35	82,35
"8716902000001"	"STEDIN ZEELAND"	"Weekendlaantje"	"4325EM"	"4325EN"	"RENESSE"	"NL"	"ELK"	"KVB"	21	61,90	100,00	66,67	"3x25"	3877,43	76,19	76,19
"8717127750009"	"STEDIN ZEELAND"	"Weekendlaantje"	"4325EM"	"4325EN"	"RENESSE"	"NL"	"GAS"	"KVB"	18	100,00	94,44	88,89	"G4"	1176,61	0,00	77,78
"8717127750009"	"STEDIN ZEELAND"	"Scholderlaan"	"4325EP"	"4325ES"	"RENESSE"	"NL"	"GAS"	"KVB"	22	100,00	77,27	81,82	"G4"	2324,09	0,00	63,64
"8716902000001"	"STEDIN ZEELAND"	"Jonkersweegje"	"4325ER"	"4325ES"	"RENESSE"	"NL"	"ELK"	"KVB"	21	66,67	100,00	76,19	"3x25"	2551,52	90,48	90,48
"8716902000001"	"STEDIN ZEELAND"	"Bremweg"	"4325ET"	"4325ET"	"RENESSE"	"NL"	"ELK"	"KVB"	16	75,00	87,50	62,50	"3x25"	1989,75	62,50	62,50
"8717127750009"	"STEDIN ZEELAND"	"Bremweg"	"4325ET"	"4325ET"	"RENESSE"	"NL"	"GAS"	"KVB"	13	100,00	100,00	100,00	"G4"	1171,62	0,00	76,92
"8716902000001"	"STEDIN ZEELAND"	"Putterweg"	"4325EV"	"4325EV"	"RENESSE"	"NL"	"ELK"	"KVB"	11	54,55	90,91	45,45	"3x25"	3291,09	81,82	81,82
"8717127750009"	"STEDIN ZEELAND"	"Putterweg"	"4325EV"	"4325EW"	"RENESSE"	"NL"	"GAS"	"KVB"	22	100,00	81,82	95,45	"G4"	899,91	0,00	68,18
"8716902000001"	"STEDIN ZEELAND"	"Duinweg"	"4325EW"	"4325EW"	"RENESSE"	"NL"	"ELK"	"KVB"	14	64,29	92,86	78,57	"3x25"	2689,36	78,57	78,57
"8716902000001"	"STEDIN ZEELAND"	"Duinweg"	"4325EX"	"4325EX"	"RENESSE"	"NL"	"ELK"	"KVB"	16	75,00	100,00	50,00	"1x35"	2001,63	43,75	50,00
"8717127750009"	"STEDIN ZEELAND"	"Duinweg"	"4325EX"	"4325EX"	"RENESSE"	"NL"	"GAS"	"KVB"	16	100,00	100,00	100,00	"G4"	930,56	0,00	50,00
"8716902000001"	"STEDIN ZEELAND"	"Lijsterweg"	"4325EZ"	"4325EZ"	"RENESSE"	"NL"	"ELK"	"KVB"	12	58,33	100,00	75,00	"3x25"	2199,67	83,33	83,33
"8717127750009"	"STEDIN ZEELAND"	"Lijsterweg"	"4325EZ"	"4325EZ"	"RENESSE"	"NL"	"GAS"	"KVB"	12	100,00	100,00	100,00	"G4"	996,17	0,00	83,33
"8716902000001"	"STEDIN ZEELAND"	"Lijsterweg"	"4325GA"	"4325GA"	"RENESSE"	"NL"	"ELK"	"KVB"	17	70,59	100,00	58,82	"3x25"	1646,65	70,59	70,59
"8717127750009"	"STEDIN ZEELAND"	"Lijsterweg"	"4325GA"	"4325GA"	"RENESSE"	"NL"	"GAS"	"KVB"	17	100,00	100,00	100,00	"G4"	1003,35	0,00	70,59
"8716902000001"	"STEDIN ZEELAND"	"Fazantenweg"	"4325GB"	"4325GC"	"RENESSE"	"NL"	"ELK"	"KVB"	22	59,09	100,00	68,18	"3x25"	3536,50	72,73	72,73
"8717127750009"	"STEDIN ZEELAND"	"Fazantenweg"	"4325GB"	"4325GC"	"RENESSE"	"NL"	"GAS"	"KVB"	22	100,00	86,36	100,00	"G4"	1013,18	0,00	63,64
"8716902000001"	"STEDIN ZEELAND"	"Vlierweg"	"4325GD"	"4325GG"	"RENESSE"	"NL"	"ELK"	"KVB"	28	71,43	92,86	53,57	"1x35"	2185,39	85,71	82,14
"8717127750009"	"STEDIN ZEELAND"	"Vlierweg"	"4325GD"	"4325GG"	"RENESSE"	"NL"	"GAS"	"KVB"	28	100,00	85,71	96,43	"G4"	825,29	0,00	75,00
"8716902000001"	"STEDIN ZEELAND"	"Oude Moolweg"	"4325GH"	"4325GK"	"RENESSE"	"NL"	"ELK"	"KVB"	25	68,00	96,00	80,00	"3x25"	4040,08	88,00	88,00
"8717127750009"	"STEDIN ZEELAND"	"Oude Moolweg"	"4325GH"	"4325GK"	"RENESSE"	"NL"	"GAS"	"KVB"	53	100,00	94,34	96,23	"G4"	1053,98	0,00	37,74
"8716902000001"	"STEDIN ZEELAND"	"Duinwekken"	"4325GL"	"4325GM"	"RENESSE"	"NL"	"ELK"	"KVB"	25	76,00	84,00	52,00	"3x25"	7536,72	60,00	60,00
"8717127750009"	"STEDIN ZEELAND"	"Duinwekken"	"4325GL"	"4325GN"	"RENESSE"	"NL"	"GAS"	"KVB"	25	100,00	100,00	80,00	"G4"	1669,80	0,00	92,00
"8716902000001"	"STEDIN ZEELAND"	"Jan van Renesseweg"	"4325GN"	"4325GN"	"RENESSE"	"NL"	"ELK"	"KVB"	17	64,71	88,24	94,12	"3x25"	4642,12	88,24	88,24
"8716902000001"	"STEDIN ZEELAND"	"Oosterenbanweg"	"4325GP"	"4325GP"	"RENESSE"	"NL"	"ELK"	"KVB"	15	53,33	100,00	93,33	"3x25"	2538,40	73,33	73,33
"8717127750009"	"STEDIN ZEELAND"	"Oosterenbanweg"	"4325GP"	"4325GP"	"RENESSE"	"NL"	"GAS"	"KVB"	15	100,00	100,00	93,33	"G4"	1250,40	0,00	73,33
