Mosaic;Tegel;Indicator;Eenheid;Periode;gebied / dimensie;Waarde;Bron;Omschrijving
"1.3 Emissies gebouwde omgeving";"Niet-energetische CO₂-emissies Gebouwde omgeving";"Niet-energetische CO₂-emissies Gebouwde omgeving";"kton";"2023";"Zeeland";"88,5629544703903";"Emissieregistratie - CO₂-uitstoot";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving verbruiksbenadering (1.3.1) en niet-energetisch";"CO₂-emissies Gebouwde omgeving verbruiksbenadering en niet-energetisch";"kton";"2010";"Zeeland";"1345,59413862994";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving verbruiksbenadering (1.3.1) en niet-energetisch";"CO₂-emissies Gebouwde omgeving verbruiksbenadering en niet-energetisch";"kton";"2011";"Zeeland";"x";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving verbruiksbenadering (1.3.1) en niet-energetisch";"CO₂-emissies Gebouwde omgeving verbruiksbenadering en niet-energetisch";"kton";"2012";"Zeeland";"x";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving verbruiksbenadering (1.3.1) en niet-energetisch";"CO₂-emissies Gebouwde omgeving verbruiksbenadering en niet-energetisch";"kton";"2013";"Zeeland";"x";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving verbruiksbenadering (1.3.1) en niet-energetisch";"CO₂-emissies Gebouwde omgeving verbruiksbenadering en niet-energetisch";"kton";"2014";"Zeeland";"x";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving verbruiksbenadering (1.3.1) en niet-energetisch";"CO₂-emissies Gebouwde omgeving verbruiksbenadering en niet-energetisch";"kton";"2015";"Zeeland";"1392,24647391384";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving verbruiksbenadering (1.3.1) en niet-energetisch";"CO₂-emissies Gebouwde omgeving verbruiksbenadering en niet-energetisch";"kton";"2016";"Zeeland";"x";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving verbruiksbenadering (1.3.1) en niet-energetisch";"CO₂-emissies Gebouwde omgeving verbruiksbenadering en niet-energetisch";"kton";"2017";"Zeeland";"x";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving verbruiksbenadering (1.3.1) en niet-energetisch";"CO₂-emissies Gebouwde omgeving verbruiksbenadering en niet-energetisch";"kton";"2018";"Zeeland";"x";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving verbruiksbenadering (1.3.1) en niet-energetisch";"CO₂-emissies Gebouwde omgeving verbruiksbenadering en niet-energetisch";"kton";"2019";"Zeeland";"1143,06432463761";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving verbruiksbenadering (1.3.1) en niet-energetisch";"CO₂-emissies Gebouwde omgeving verbruiksbenadering en niet-energetisch";"kton";"2020";"Zeeland";"1000,07744705938";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving verbruiksbenadering (1.3.1) en niet-energetisch";"CO₂-emissies Gebouwde omgeving verbruiksbenadering en niet-energetisch";"kton";"2021";"Zeeland";"1075,92848333206";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving verbruiksbenadering (1.3.1) en niet-energetisch";"CO₂-emissies Gebouwde omgeving verbruiksbenadering en niet-energetisch";"kton";"2022";"Zeeland";"944,327731861166";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving verbruiksbenadering (1.3.1) en niet-energetisch";"CO₂-emissies Gebouwde omgeving verbruiksbenadering en niet-energetisch";"kton";"2023";"Zeeland";"804,316952472013";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving bronbenadering (1.3.2) en niet-energetisch";"CO₂-emissies Gebouwde omgeving bronbenadering en niet-energetisch";"kton";"2010";"Zeeland";"753,638817387238";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving bronbenadering (1.3.2) en niet-energetisch";"CO₂-emissies Gebouwde omgeving bronbenadering en niet-energetisch";"kton";"2011";"Zeeland";"x";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving bronbenadering (1.3.2) en niet-energetisch";"CO₂-emissies Gebouwde omgeving bronbenadering en niet-energetisch";"kton";"2012";"Zeeland";"x";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving bronbenadering (1.3.2) en niet-energetisch";"CO₂-emissies Gebouwde omgeving bronbenadering en niet-energetisch";"kton";"2013";"Zeeland";"x";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving bronbenadering (1.3.2) en niet-energetisch";"CO₂-emissies Gebouwde omgeving bronbenadering en niet-energetisch";"kton";"2014";"Zeeland";"x";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving bronbenadering (1.3.2) en niet-energetisch";"CO₂-emissies Gebouwde omgeving bronbenadering en niet-energetisch";"kton";"2015";"Zeeland";"704,318456866913";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving bronbenadering (1.3.2) en niet-energetisch";"CO₂-emissies Gebouwde omgeving bronbenadering en niet-energetisch";"kton";"2016";"Zeeland";"x";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving bronbenadering (1.3.2) en niet-energetisch";"CO₂-emissies Gebouwde omgeving bronbenadering en niet-energetisch";"kton";"2017";"Zeeland";"x";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving bronbenadering (1.3.2) en niet-energetisch";"CO₂-emissies Gebouwde omgeving bronbenadering en niet-energetisch";"kton";"2018";"Zeeland";"x";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving bronbenadering (1.3.2) en niet-energetisch";"CO₂-emissies Gebouwde omgeving bronbenadering en niet-energetisch";"kton";"2019";"Zeeland";"670,972858795208";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving bronbenadering (1.3.2) en niet-energetisch";"CO₂-emissies Gebouwde omgeving bronbenadering en niet-energetisch";"kton";"2020";"Zeeland";"634,575794254856";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving bronbenadering (1.3.2) en niet-energetisch";"CO₂-emissies Gebouwde omgeving bronbenadering en niet-energetisch";"kton";"2021";"Zeeland";"683,438355187648";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving bronbenadering (1.3.2) en niet-energetisch";"CO₂-emissies Gebouwde omgeving bronbenadering en niet-energetisch";"kton";"2022";"Zeeland";"591,965629339228";"";"";
"1.3 Emissies gebouwde omgeving";"CO₂-emissies Gebouwde omgeving bronbenadering (1.3.2) en niet-energetisch";"CO₂-emissies Gebouwde omgeving bronbenadering en niet-energetisch";"kton";"2023";"Zeeland";"529,841803547007";"";"";
