Mosaic;Tegel;Indicator;Eenheid;Periode;gebied / dimensie;Waarde;Bron;Omschrijving
"2.4 Energieverbruik mobiliteit";"Energieverbruik Mobiliteit";"Biogas hernieuwbare energie in verkeer en vervoer";"TJ";"2019";"Zeeland";"0";"CBS - Statistiek biogas";"";
"2.4 Energieverbruik mobiliteit";"Energieverbruik Mobiliteit";"Biogas hernieuwbare energie in verkeer en vervoer";"TJ";"2020";"Zeeland";"0";"CBS - Statistiek biogas";"";
"2.4 Energieverbruik mobiliteit";"Energieverbruik Mobiliteit";"Biogas hernieuwbare energie in verkeer en vervoer";"TJ";"2021";"Zeeland";"0";"CBS - Statistiek biogas";"";
"2.4 Energieverbruik mobiliteit";"Energieverbruik Mobiliteit";"Biogas hernieuwbare energie in verkeer en vervoer";"TJ";"2022";"Zeeland";"0";"CBS - Statistiek biogas";"";
"2.4 Energieverbruik mobiliteit";"Energieverbruik Mobiliteit";"Biogas hernieuwbare energie in verkeer en vervoer";"TJ";"2023";"Zeeland";"x";"CBS - Statistiek biogas";"";
"2.4 Energieverbruik mobiliteit";"Energieverbruik Mobiliteit";"Biogas hernieuwbare energie in verkeer en vervoer";"TJ";"2024";"Zeeland";"x";"CBS - Statistiek biogas";"";
"2.4 Energieverbruik mobiliteit";"2.4.2 Hernieuwbare energie Mobiliteit (%)";"Percentage bekende hernieuwbare energie voor vervoer";"%";"2010";"Zeeland";"1,6";"Berekening o.b.v. gegevens meerdere bronnen";"";
"2.4 Energieverbruik mobiliteit";"2.4.2 Hernieuwbare energie Mobiliteit (%)";"Percentage bekende hernieuwbare energie voor vervoer";"%";"2011";"Zeeland";"2,1";"Berekening o.b.v. gegevens meerdere bronnen";"";
"2.4 Energieverbruik mobiliteit";"2.4.2 Hernieuwbare energie Mobiliteit (%)";"Percentage bekende hernieuwbare energie voor vervoer";"%";"2012";"Zeeland";"2,4";"Berekening o.b.v. gegevens meerdere bronnen";"";
"2.4 Energieverbruik mobiliteit";"2.4.2 Hernieuwbare energie Mobiliteit (%)";"Percentage bekende hernieuwbare energie voor vervoer";"%";"2013";"Zeeland";"2,4";"Berekening o.b.v. gegevens meerdere bronnen";"";
"2.4 Energieverbruik mobiliteit";"2.4.2 Hernieuwbare energie Mobiliteit (%)";"Percentage bekende hernieuwbare energie voor vervoer";"%";"2014";"Zeeland";"3";"Berekening o.b.v. gegevens meerdere bronnen";"";
"2.4 Energieverbruik mobiliteit";"2.4.2 Hernieuwbare energie Mobiliteit (%)";"Percentage bekende hernieuwbare energie voor vervoer";"%";"2015";"Zeeland";"2,5";"Berekening o.b.v. gegevens meerdere bronnen";"";
"2.4 Energieverbruik mobiliteit";"2.4.2 Hernieuwbare energie Mobiliteit (%)";"Percentage bekende hernieuwbare energie voor vervoer";"%";"2016";"Zeeland";"2";"Berekening o.b.v. gegevens meerdere bronnen";"";
"2.4 Energieverbruik mobiliteit";"2.4.2 Hernieuwbare energie Mobiliteit (%)";"Percentage bekende hernieuwbare energie voor vervoer";"%";"2017";"Zeeland";"2,6";"Berekening o.b.v. gegevens meerdere bronnen";"";
"2.4 Energieverbruik mobiliteit";"2.4.2 Hernieuwbare energie Mobiliteit (%)";"Percentage bekende hernieuwbare energie voor vervoer";"%";"2018";"Zeeland";"4,3";"Berekening o.b.v. gegevens meerdere bronnen";"";
"2.4 Energieverbruik mobiliteit";"2.4.2 Hernieuwbare energie Mobiliteit (%)";"Percentage bekende hernieuwbare energie voor vervoer";"%";"2019";"Zeeland";"5,5";"Berekening o.b.v. gegevens meerdere bronnen";"";
"2.4 Energieverbruik mobiliteit";"2.4.2 Hernieuwbare energie Mobiliteit (%)";"Percentage bekende hernieuwbare energie voor vervoer";"%";"2020";"Zeeland";"5,3";"Berekening o.b.v. gegevens meerdere bronnen";"";
"2.4 Energieverbruik mobiliteit";"2.4.2 Hernieuwbare energie Mobiliteit (%)";"Percentage bekende hernieuwbare energie voor vervoer";"%";"2021";"Zeeland";"6,2";"Berekening o.b.v. gegevens meerdere bronnen";"";
"2.4 Energieverbruik mobiliteit";"2.4.2 Hernieuwbare energie Mobiliteit (%)";"Percentage bekende hernieuwbare energie voor vervoer";"%";"2022";"Zeeland";"5,7";"Berekening o.b.v. gegevens meerdere bronnen";"";
"2.4 Energieverbruik mobiliteit";"2.4.2 Hernieuwbare energie Mobiliteit (%)";"Percentage bekende hernieuwbare energie voor vervoer";"%";"2023";"Zeeland";"5,4";"Berekening o.b.v. gegevens meerdere bronnen";"";
"2.4 Energieverbruik mobiliteit";"2.4.2 Hernieuwbare energie Mobiliteit (%)";"Percentage bekende hernieuwbare energie voor vervoer";"%";"2024";"Zeeland";"8,8";"Berekening o.b.v. gegevens meerdere bronnen";"";
"2.4 Energieverbruik mobiliteit";"2.4.1a Fossiel energieverbruik mobiliteit";"Totaal bekend fossiel energieverbruik Verkeer en vervoer (excl. elektr. railverkeer)";"TJ";"2024";"Zeeland";"11092,8316634982";"Berekening energieverbruik brandstof";"";
"2.4 Energieverbruik mobiliteit";"2.4.1b Verbruik vloeibare biobrandstoffen";"Verbruik vloeibare biobrandstoffen in verkeer (bijgemengd)";"TJ";"2024";"Zeeland";"1075,82546475808";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.4 Energieverbruik mobiliteit";"2.4.1c Verbruik biogas in mobiliteit";"Biogas hernieuwbare energie in verkeer en vervoer";"TJ";"2022";"Zeeland";"0";"CBS - Statistiek biogas";"";
"2.4 Energieverbruik mobiliteit";"2.4.2 Hernieuwbare energie Mobiliteit (%)";"Percentage bekende hernieuwbare energie voor vervoer";"%";"2024";"Zeeland";"8,8";"Berekening o.b.v. gegevens meerdere bronnen";"";
