Mosaic;Tegel;Indicator;Eenheid;Periode;gebied / dimensie;Waarde;Bron;Omschrijving
"3.2 Resultaten elektriciteit";"3.2.1b Wind (operationeel)";"Wind op land operationeel vermogen";"MW";"2024";"Zeeland";"610";"CBS - Statistiek windvermogen";"";
"3.2 Resultaten elektriciteit";"3.2.4 Zonnepanelen (grote daksystemen)";"Vermogen zonnepanelen (dakopstelling, grote systemen)";"MW";"2024";"Zeeland";"292,453";"CBS - Statistiek zonnepanelen";"";
"3.2 Resultaten elektriciteit";"3.2.6 Zonnepanelen (velden)";"Vermogen zonnepanelen (veldopstelling, grote systemen)";"MW";"2024";"Zeeland";"415,74";"CBS - Statistiek zonnepanelen";"";
"3.2 Resultaten elektriciteit";"3.2.2 Wind op land hernieuwbare elektriciteit";"Wind op land hern. elektriciteit genormaliseerd";"TJ";"2024";"Zeeland";"5209,2";"Verdeling provinciaal en regionaal totaal windenergie o.b.v. verdeelsleutel per gemeente";"";
"3.2 Resultaten elektriciteit";"3.2.2 Wind op land hernieuwbare elektriciteit";"Wind op land hern. elektriciteit genormaliseerd";"TWh";"2024";"Zeeland";"1,45";"Verdeling provinciaal en regionaal totaal windenergie o.b.v. verdeelsleutel per gemeente";"";
"3.2 Resultaten elektriciteit";"3.2.4 Zonnestroom (grote daksystemen)";"Zonnestroom (dakopstelling, grote systemen)";"TJ";"2024";"Zeeland";"813,6";"CBS - Statistiek zonnestroom en schatting RVO";"";
"3.2 Resultaten elektriciteit";"3.2.6 Zonnestroom (velden)";"Zonnestroom (veldopstelling, grote systemen)";"TJ";"2024";"Zeeland";"979,2";"CBS - Statistiek zonnestroom en schatting RVO";"";
"3.2 Resultaten elektriciteit";"3.2.4 Zonnestroom (grote daksystemen)";"Zonnestroom grote systemen (dakopstelling)";"TWh";"2024";"Zeeland";"0,23";"CBS - Statistiek zonnestroom en schatting RVO";"";
"3.2 Resultaten elektriciteit";"3.2.6 Zonnestroom (velden)";"Zonnestroom grote systemen (veldopstelling)";"TWh";"2024";"Zeeland";"0,27";"CBS - Statistiek zonnestroom en schatting RVO";"";
"3.2 Resultaten elektriciteit";"Wind op land huidige productie volgens PBL-systematiek";"Wind op land huidige productie volgens PBL-systematiek";"TWh";"2024";"Zeeland";"1,45";"Berekening volgens PBL-systematiek";"";
"3.2 Resultaten elektriciteit";"Zon-PV 'huidige' productie cf. PBL (grote daksystemen)";"Zon-PV huidige productie volgens PBL-systematiek (grote daksystemen)";"TWh";"2024";"Zeeland";"0,27";"Berekening volgens PBL-systematiek";"";
"3.2 Resultaten elektriciteit";"Zon-PV 'huidige' productie cf. PBL (velden)";"Zon-PV huidige productie volgens PBL-systematiek (velden)";"TWh";"2024";"Zeeland";"0,33";"Berekening volgens PBL-systematiek";"";
