Mosaic;Tegel;Indicator;Eenheid;Periode;gebied / dimensie;Waarde;Bron;Omschrijving
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare warmte";"TJ";"2012";"Zeeland";"809,864276934222";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare warmte";"TJ";"2013";"Zeeland";"805,30860787807";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare warmte";"TJ";"2014";"Zeeland";"1151,52804710343";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare warmte";"TJ";"2015";"Zeeland";"1205,32712556528";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare warmte";"TJ";"2016";"Zeeland";"982,125518860989";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare warmte";"TJ";"2017";"Zeeland";"983,243203989912";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare warmte";"TJ";"2018";"Zeeland";"1094,84875310843";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare warmte";"TJ";"2019";"Zeeland";"1388,5656683874";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare warmte";"TJ";"2020";"Zeeland";"1482,89924213157";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare warmte";"TJ";"2021";"Zeeland";"1390,94468405738";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare warmte";"TJ";"2022";"Zeeland";"1276,69736064666";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare warmte";"TJ";"2023";"Zeeland";"1450,16685668886";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare warmte";"TJ";"2024";"Zeeland";"x";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare elektriciteit";"TJ";"2010";"Zeeland";"1494,41346005287";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare elektriciteit";"TJ";"2011";"Zeeland";"1679,11912228486";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare elektriciteit";"TJ";"2012";"Zeeland";"1837,4172288624";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare elektriciteit";"TJ";"2013";"Zeeland";"2352,805081848";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare elektriciteit";"TJ";"2014";"Zeeland";"2871,44742796181";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare elektriciteit";"TJ";"2015";"Zeeland";"3177,10090963912";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare elektriciteit";"TJ";"2016";"Zeeland";"3069,56302573521";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare elektriciteit";"TJ";"2017";"Zeeland";"2991,47795147681";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare elektriciteit";"TJ";"2018";"Zeeland";"4061,97717887035";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare elektriciteit";"TJ";"2019";"Zeeland";"5393,90150277025";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare elektriciteit";"TJ";"2020";"Zeeland";"6401,68079749376";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare elektriciteit";"TJ";"2021";"Zeeland";"6036,80241728489";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare elektriciteit";"TJ";"2022";"Zeeland";"7075,10293399031";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare elektriciteit";"TJ";"2023";"Zeeland";"7899,65296237845";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Hernieuwbare energie naar verbruiksvorm";"Totaal bekende hernieuwbare elektriciteit";"TJ";"2024";"Zeeland";"x";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"2.1.1 Energieverbruik (aardgas, elektriciteit, stadswarmte, voertuigbrandstof, overige warmte)";"Totaal bekend energieverbruik (aardgas, elektriciteit, stadswarmte, verkeer/vervoer, overige warmte)";"TJ";"2022";"Zeeland";"95230,0937836334";"Berekening (sub)totalen energieverbruik";"";
"2.1 Totaal energieverbruik";"2.1.2 Hernieuwbare energie";"Totaal bekende hernieuwbare energie";"TJ";"2023";"Zeeland";"10012,263834185";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"2.1.3a Hernieuwbare energie voor vervoer";"Totaal bekende hernieuwbare energie voor vervoer";"TJ";"2024";"Zeeland";"1075,82546475808";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"2.1.3b Hernieuwbare warmte";"Totaal bekende hernieuwbare warmte";"TJ";"2023";"Zeeland";"1450,16685668886";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"2.1.3c Hernieuwbare elektriciteit";"Totaal bekende hernieuwbare elektriciteit";"TJ";"2023";"Zeeland";"7899,65296237845";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"2.2.2 Hernieuwbare elektriciteit";"Totaal bekende hernieuwbare elektriciteit";"TWh";"2023";"Zeeland";"2,19";"Verdeling regionale gegevens hernieuwbare energie o.b.v. verdeelsleutel per gemeente";"";
"2.1 Totaal energieverbruik";"Energieverbruik (aardgas, elektriciteit, stadswarmte, verkeer en vervoer)";"Totaal bekend energieverbruik (aardgas, elektriciteit, stadswarmte, verkeer en vervoer)";"TJ";"2024";"Zeeland";"104564,787196094";"Berekening (sub)totalen energieverbruik";"";
