Mosaic;Tegel;Indicator;Eenheid;Periode;gebied / dimensie;Waarde;Bron;Omschrijving
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld aardgasverbruik (weergecorrigeerd)";"Gemiddeld aardgasverbruik koopwoningen (weergecorrigeerd)";"m3";"2017";"Zeeland";"1510";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld aardgasverbruik (weergecorrigeerd)";"Gemiddeld aardgasverbruik koopwoningen (weergecorrigeerd)";"m3";"2018";"Zeeland";"1520";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld aardgasverbruik (weergecorrigeerd)";"Gemiddeld aardgasverbruik koopwoningen (weergecorrigeerd)";"m3";"2019";"Zeeland";"1500";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld aardgasverbruik (weergecorrigeerd)";"Gemiddeld aardgasverbruik koopwoningen (weergecorrigeerd)";"m3";"2020";"Zeeland";"1500";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld aardgasverbruik (weergecorrigeerd)";"Gemiddeld aardgasverbruik koopwoningen (weergecorrigeerd)";"m3";"2021";"Zeeland";"1500";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld aardgasverbruik (weergecorrigeerd)";"Gemiddeld aardgasverbruik koopwoningen (weergecorrigeerd)";"m3";"2022";"Zeeland";"1240";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld aardgasverbruik (weergecorrigeerd)";"Gemiddeld aardgasverbruik koopwoningen (weergecorrigeerd)";"m3";"2023";"Zeeland";"1070";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld aardgasverbruik (weergecorrigeerd)";"Gemiddeld aardgasverbruik koopwoningen (weergecorrigeerd)";"m3";"2024";"Zeeland";"1090";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik alle woningen, geleverd via openbaar net";"kWh";"2010";"Zeeland";"3100";"CBS - Statistiek energieverbruik woningen";"";
"3.3 Resultaten gebouwde omgeving";"3.3.1 Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik alle woningen, geleverd via openbaar net";"kWh";"2011";"Zeeland";"3100";"CBS - Statistiek energieverbruik woningen";"";
