Mosaic;Tegel;Indicator;Eenheid;Periode;gebied / dimensie;Waarde;Bron;Omschrijving
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Publieke dienstverlening";"TJ";"2017";"Zeeland";"794,199600001071";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Publieke dienstverlening";"TJ";"2018";"Zeeland";"767,034";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Publieke dienstverlening";"TJ";"2019";"Zeeland";"736,259064645013";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Publieke dienstverlening";"TJ";"2020";"Zeeland";"667,8468";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Publieke dienstverlening";"TJ";"2021";"Zeeland";"675,54";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Publieke dienstverlening";"TJ";"2022";"Zeeland";"694,2132";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Publieke dienstverlening";"TJ";"2023";"Zeeland";"643,1184";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Publieke dienstverlening";"TJ";"2024";"Zeeland";"702,4428";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Commerciële dienstverlening";"TJ";"2010";"Zeeland";"1918,1268";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Commerciële dienstverlening";"TJ";"2011";"Zeeland";"1905,4692";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Commerciële dienstverlening";"TJ";"2012";"Zeeland";"2045,1024";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Elektriciteitsverbruik subsectoren Gebouwde omgeving";"Elektriciteitsverbruik Commerciële dienstverlening";"TJ";"2013";"Zeeland";"1898,1792";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
