Mosaic;Tegel;Indicator;Eenheid;Periode;gebied / dimensie;Waarde;Bron;Omschrijving
"1.1 Totaal emissies";"Totale emissies broeikasgassen";"Totaal emissies overige broeikasgassen (CO₂-eq.) excl. luchtvaart en zeevaart";"kton";"2010";"Zeeland";"x";"Emissieregistratie - Uitstoot overige broeikasgassen";"";
"1.1 Totaal emissies";"Totale emissies broeikasgassen";"Totaal emissies overige broeikasgassen (CO₂-eq.) excl. luchtvaart en zeevaart";"kton";"2011";"Zeeland";"x";"Emissieregistratie - Uitstoot overige broeikasgassen";"";
"1.1 Totaal emissies";"Totale emissies broeikasgassen";"Totaal emissies overige broeikasgassen (CO₂-eq.) excl. luchtvaart en zeevaart";"kton";"2012";"Zeeland";"x";"Emissieregistratie - Uitstoot overige broeikasgassen";"";
"1.1 Totaal emissies";"Totale emissies broeikasgassen";"Totaal emissies overige broeikasgassen (CO₂-eq.) excl. luchtvaart en zeevaart";"kton";"2013";"Zeeland";"x";"Emissieregistratie - Uitstoot overige broeikasgassen";"";
"1.1 Totaal emissies";"Totale emissies broeikasgassen";"Totaal emissies overige broeikasgassen (CO₂-eq.) excl. luchtvaart en zeevaart";"kton";"2014";"Zeeland";"x";"Emissieregistratie - Uitstoot overige broeikasgassen";"";
"1.1 Totaal emissies";"Totale emissies broeikasgassen";"Totaal emissies overige broeikasgassen (CO₂-eq.) excl. luchtvaart en zeevaart";"kton";"2015";"Zeeland";"1035,7631982026";"Emissieregistratie - Uitstoot overige broeikasgassen";"";
"1.1 Totaal emissies";"Totale emissies broeikasgassen";"Totaal emissies overige broeikasgassen (CO₂-eq.) excl. luchtvaart en zeevaart";"kton";"2016";"Zeeland";"x";"Emissieregistratie - Uitstoot overige broeikasgassen";"";
"1.1 Totaal emissies";"Totale emissies broeikasgassen";"Totaal emissies overige broeikasgassen (CO₂-eq.) excl. luchtvaart en zeevaart";"kton";"2017";"Zeeland";"x";"Emissieregistratie - Uitstoot overige broeikasgassen";"";
"1.1 Totaal emissies";"Totale emissies broeikasgassen";"Totaal emissies overige broeikasgassen (CO₂-eq.) excl. luchtvaart en zeevaart";"kton";"2018";"Zeeland";"x";"Emissieregistratie - Uitstoot overige broeikasgassen";"";
"1.1 Totaal emissies";"Totale emissies broeikasgassen";"Totaal emissies overige broeikasgassen (CO₂-eq.) excl. luchtvaart en zeevaart";"kton";"2019";"Zeeland";"968,698820410217";"Emissieregistratie - Uitstoot overige broeikasgassen";"";
